Index,Nom,Adresse,Localitée,Full Address,Latitude,Longitude,Telephone,FAX,URL,email
185,"RESIDENCE AIGLE, CAT de la",Chemin du Levant 6,1860 Aigle,Chemin du Levant 6 1860 Aigle ,46.3170319,6.959043,Tél: 024 468 66 91,Fax: 024 468 66 95,https://www.heviva.ch/institutions/detail/ems/residence-aigle-cat-de-la.html,aigcat@ems-chablais.ch
186,"RESIDENCE AIGLE, CS de la",Chemin du Levant 6,1860 Aigle,Chemin du Levant 6 1860 Aigle ,46.3170319,6.959043,Tél: 024 468 66 91,Fax: 024 468 66 95,https://www.heviva.ch/institutions/detail/ems/residence-aigle-cs-de-la.html,aigadministration@ems-chablais.ch
187,RESIDENCE DIABLERETS,Route du Pillon 161,1865 Les Diablerets,Route du Pillon 161 1865 Les Diablerets ,46.352125,7.1563424,Tél: 024 492 80 00,Fax: 024 492 80 09,https://www.heviva.ch/institutions/detail/ems/residence-diablerets.html,diablerets@ems-chablais.ch
188,"RESIDENCE DIABLERETS, CAT de la",Route du Pillon 161,1865 Les Diablerets,Route du Pillon 161 1865 Les Diablerets ,46.352125,7.1563424,Tél: 024 492 80 00,Fax: 024 492 80 09,https://www.heviva.ch/institutions/detail/ems/residence-diablerets-cat-de-la.html,diaadministration@ems-chablais.ch
189,"RESIDENCE DIABLERETS, CS de la",Route du Pillon 161,1865 Les Diablerets,Route du Pillon 161 1865 Les Diablerets ,46.352125,7.1563424,Tél: 024 492 80 00,Fax: 024 492 80 09,https://www.heviva.ch/institutions/detail/ems/residence-diablerets-cs-de-la.html,diasecretariat@ems-chablais.ch
190,RESIDENCE GRANDE FONTAINE,Route de l’Infirmerie 17-19,1880 Bex,Route de l’Infirmerie 17-19 1880 Bex ,46.2475032,7.0223758,Tél: 024 463 91 91,Fax: 024 463 91 92,https://www.heviva.ch/institutions/detail/ems/residence-grande-fontaine.html,bex@ems-chablais.ch
191,"RESIDENCE GRANDE FONTAINE, CAT de la",Route de l'Infirmerie 25,1880 Bex,Route de l'Infirmerie 25 1880 Bex ,46.2458755,7.0225212,Tél: 024 463 32 00,Fax: 024 463 91 92,https://www.heviva.ch/institutions/detail/ems/residence-grande-fontaine-cat-de-la.html,referentecat@ems-chablais.ch
192,"ROSIERS, CS de l'EMS Les",Route de Brent 32,1807 Blonay,Route de Brent 32 1807 Blonay ,46.4610561,6.8925109,Tél: 021 943 07 77,Fax: 021 943 07 80,https://www.heviva.ch/institutions/detail/ems/rosiers-cs-de-lems-les.html,directionsoins@lesrosiers.ch
193,"ROSIERS, EMS LES",Route de Brent 32,1807 Blonay,Route de Brent 32 1807 Blonay ,46.4610561,6.8925109,Tél: 021 943 07 70,Fax: 021 943 07 80,https://www.heviva.ch/institutions/detail/ems/rosiers-ems-les.html,info@lesrosiers.ch
194,"ROTILLON, EPSM LE",Rue du Rôtillon 5,1003 Lausanne,Rue du Rôtillon 5 1003 Lausanne ,46.5205701,6.6343572,Tél: 021 349 94 00,,https://www.heviva.ch/institutions/detail/ems/rotillon-epsm-le.html,info@lerotillon.ch
195,"ROULOTTE, CAT",Les Uttins - Route de Lausanne 21,1028 Préverenges,Les Uttins - Route de Lausanne 21 1028 Préverenges ,46.5181622,6.5290526,Tél: 021 811 42 42,Fax: 021 811 42 42,https://www.heviva.ch/institutions/detail/ems/roulotte-cat.html,admin@la-diligence.ch
196,"ROZAVERE, FONDATION LA",Chemin de la Rovéréaz 23,1012 Lausanne,Chemin de la Rovéréaz 23 1012 Lausanne ,46.5297826,6.6553058,Tél: 021 651 38 11,Fax: 021 651 05 32,https://www.heviva.ch/institutions/detail/ems/rozavere-fondation-la.html,info@rozavere.ch
197,"RUISSEAU, CAT de Prérisa",Allée Prérisa 3,1522 Lucens,Allée Prérisa 3 1522 Lucens ,46.7035235,6.8374348,Tél: 021 906 12 12,Fax: 021 906 12 13,https://www.heviva.ch/institutions/detail/ems/ruisseau-cat-de-prerisa.html,cat@prerisa.ch
198,"SANS SOUCI, EPSM",Route de Gimel 23,1185 Mont-sur-Rolle,Route de Gimel 23 1185 Mont-sur-Rolle ,46.481544,6.3360115,Tél: 058 748 86 50,Fax: 058 748 86 99,https://www.heviva.ch/institutions/detail/ems/sans-souci-epsm.html,claude.paponnet@altage.ch
199,"SIGNAL, ASSOCIATION LE",Rte du Signal 6,1080 Les Cullayes,Rte du Signal 6 1080 Les Cullayes ,46.575807,6.7532997,Tél: 021 903 11 66,Fax: 021 903 38 18,https://www.heviva.ch/institutions/detail/ems/signal-association-le.html,secretariat@ems-lesignal.ch
200,"SILO, FONDATION",Route du Village 4,1112 Echichens,Route du Village 4 1112 Echichens ,46.5275961,6.5021215,Tél: 021 804 08 11,Fax: 021 802 21 98,https://www.heviva.ch/institutions/detail/ems/silo-fondation.html,info@fondationsilo.ch
201,"SOERENSEN-LA ROSIERE, EMS - SITE DE LA ROSIERE",Av. de la Rosière 20,1188 Gimel,Av. de la Rosière 20 1188 Gimel ,46.5133896,6.3119972,Tél: 021 314 82 80,Fax: 021 314 82 81,https://www.heviva.ch/institutions/detail/ems/soerensen-la-rosiere-ems-site-de-la-rosiere.html,ems.soerensen-larosiere@chuv.ch
202,"SOERENSEN-LA ROSIERE, EMS - SITE DE SOERENSEN",En Bauloz 37,1188 Gimel,En Bauloz 37 1188 Gimel ,46.5184834,6.2965255,Tél: 021 828 01 11,Fax: 021 828 01 10,https://www.heviva.ch/institutions/detail/ems/soerensen-la-rosiere-ems-site-de-soerensen.html,ems.soerensen-larosiere@chuv.ch
203,"SOLEIL, RESIDENCE LE",Route du Suchet,1854 Leysin,Route du Suchet 1854 Leysin ,46.3406524,7.0148287,Tél: 024 493 13 00,,https://www.heviva.ch/institutions/detail/ems/soleil-residence-le.html,admin@fcm63.ch
204,"SYLVABELLE, EPSM","La bessone, Lignerolles",1338 Ballaigues,"La bessone, Lignerolles 1338 Ballaigues ",46.7446887,6.4291369,Tél: 058 748 81 00,,https://www.heviva.ch/institutions/detail/ems/sylvabelle-epsm.html,kiny.mottier@altage.ch
205,"TERRASSE, EMS LA",Rue des Chenevières 2,1800 Vevey,Rue des Chenevières 2 1800 Vevey ,46.4579231,6.8530328,Tél: 021 977 27 27,Fax: 021 977 27 29,https://www.heviva.ch/institutions/detail/ems/terrasse-ems-la.html,info@ems-laterrasse.ch
206,"TERRASSE, LP de l'EMS la",Rue des Chenevières 2,1800 Vevey,Rue des Chenevières 2 1800 Vevey ,46.4579231,6.8530328,Tél: 021 977 27 27,Fax: 021 977 27 28,https://www.heviva.ch/institutions/detail/ems/terrasse-lp-de-lems-la.html,info@ems-laterrasse.ch
207,"TILLEULS, EPSM LES",Rue du Village 27,1273 Arzier,Rue du Village 27 1273 Arzier ,46.4600093,6.206981,Tél: 058 748 87 50,Fax: 058 748 87 99,https://www.heviva.ch/institutions/detail/ems/tilleuls-epsm-les.html,claude.paponnet@altage.ch
208,UATP LE QUAI,Quai de la Thiele 17,1400 Yverdon-les-Bains,Quai de la Thiele 17 1400 Yverdon-les-Bains ,46.7826961,6.6362741,Tél: 024 425 68 76,,https://www.heviva.ch/institutions/detail/ems/quai-uatp-le.html,uatplequai@fondation-saphir.ch
209,"VEILLEE, EMS LA",Route de Gollion 34,1304 Senarclens,Route de Gollion 34 1304 Senarclens ,46.598077,6.49261,Tél: 021 863 15 00,,https://www.heviva.ch/institutions/detail/ems/veillee-ems-la.html,info@la-veillee.ch
210,"VENOGE LA, SITE DE LA SARRAZ",Route de la Paix 22,1315 La Sarraz,Route de la Paix 22 1315 La Sarraz ,46.6562143,6.5113498,Tél: 021 866 02 33,Fax: 021 866 02 39,https://www.heviva.ch/institutions/detail/ems/venoge-la-site-de-la-sarraz.html,info@fondation-lavenoge.ch
211,"VENOGE LA, SITE DE PENTHALAZ, EMS",Route de la Vuy,1305 Penthalaz,Route de la Vuy 1305 Penthalaz ,46.606898,6.5265258,Tél: 021 863 03 33,Fax: 021 863 03 39,https://www.heviva.ch/institutions/detail/ems/venoge-la-site-de-penthalaz-ems.html,info@fondation-lavenoge.ch
212,"VENOGE PENTHALAZ, CAT de la",Route de la Vuy 1,1305 Penthalaz,Route de la Vuy 1 1305 Penthalaz ,46.6087019,6.5266845,Tél: 021 863 03 33,Fax: 021 866 02 39,https://www.heviva.ch/institutions/detail/ems/venoge-penthalaz-cat-de-la.html,info@fondation-lavenoge.ch
213,"VENOGE PENTHALAZ, LP de l'EMS la",Route de la Vuy 1,1305 Penthalaz,Route de la Vuy 1 1305 Penthalaz ,46.6087019,6.5266845,Tél: 021 863 03 33,Fax: 021 866 02 39,https://www.heviva.ch/institutions/detail/ems/venoge-penthalaz-lp-de-lems-la.html,info@fondation-lavenoge.ch
214,"VERGERS DE LA LONGERAIE, LP Les",Chemin de la Longeraie 11-13-15,1052 Le Mont-sur-Lausanne,Chemin de la Longeraie 11-13-15 1052 Le Mont-sur-Lausanne ,46.563909,6.629471,Tél: 021 651 66 78,Fax: 021 651 66 56,https://www.heviva.ch/institutions/detail/ems/vergers-de-la-longeraie-lp-les.html,astrid.grangier@paixdusoir.ch
215,"VERNEY, CAT le",Route du Lac 12B,1185 Mont-sur-Rolle,Route du Lac 12B 1185 Mont-sur-Rolle ,46.4663747,6.3454308,Tél: 021 545 99 48,,https://www.heviva.ch/institutions/detail/ems/verney-cat-le.html,info@bellesaison.ch
216,"VERNIE, EMS LA",Route du Marcolet 39,1023 Crissier,Route du Marcolet 39 1023 Crissier ,46.5447859,6.5744601,Tél: 021 637 73 73,Fax: 021 637 73 75,https://www.heviva.ch/institutions/detail/ems/vernie-ems-la.html,veinfo@fondationlaprimerose.ch
